-0.4704,-0.5041,-1.9292,-1.4425,0.3691,-0.4814,-0.2829,-0.8173,-0.2052,-1.6012
1.6039,-1.8294,-0.0716,-0.0318,-0.7638,-0.4819,-1.1054,-0.2557,-0.6835,1.2266
-0.0221,0.0011,-0.5586,1.694,0.0563,-1.673,-0.1899,1.1196,1.5892,-0.448
-1.6151,-0.1434,0.3504,1.844,0.2134,0.4173,-0.6431,-1.1863,-1.3386,-0.1249
-1.4476,0.3779,1.3504,-1.3852,-1.3482,-0.5371,-0.6962,-0.2672,1.038,0.5288
1.6863,1.9428,0.9413,0.0052,-0.209,-0.5692,-0.1134,-0.5853,-0.7792,-1.0797
0.0798,1.3702,-0.915,-0.3479,1.565,0.7871,-1.0029,0.2846,0.3514,1.6967
0.3416,-1.2553,1.6572,-0.3263,1.8187,0.8184,0.3086,0.1171,0.8242,-0.83
-0.0614,-0.0142,-0.2222,-0.0529,0.15,-0.6906,2.6612,-0.9337,-0.0646,1.2193
0.4657,0.0832,-0.6977,0.5209,-1.5879,2.2727,0.5018,0.0293,0.9407,-0.4407
-0.5607,-0.0287,0.095,-0.4773,-0.2637,0.1378,0.5623,2.4949,-1.6725,-0.1469
