0.6179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5776,0.2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1207,-0.6274,0.0774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.6681,0.0435,0.0021,0.3012,0.0,0.0,0.0,0.0,0.0,0.0
0.5133,-0.0871,-0.007,-0.1392,0.0423,0.0,0.0,0.0,0.0,0.0
-0.2965,0.3613,-0.0418,-0.0203,0.0154,0.0454,0.0,0.0,0.0,0.0
0.3361,0.205,-0.0283,-0.1191,-0.0527,-0.0367,0.0267,0.0,0.0,0.0
0.7692,0.0833,-0.0484,-0.1414,-0.0296,-0.0523,-0.0387,0.0307,0.0,0.0
-0.4291,-0.1504,0.0427,0.065,0.0101,0.0589,0.0118,-0.0452,0.0296,0.0
-0.3793,-0.2925,0.0614,0.1858,0.0325,-0.0093,0.0019,0.019,-0.0268,0.0073
