-0.4971,0.0038,-0.0811,0.4591,-0.2112,-0.1687,-0.3555,-0.4445,0.3685,0.0519
-0.4489,-0.0546,-0.5524,0.2492,-0.1337,0.1623,0.2605,0.3387,-0.3379,-0.2953
-0.4352,-0.152,0.3009,0.0751,0.1546,-0.0947,0.2033,0.3141,-0.0929,0.714
-0.3162,-0.2378,-0.0111,-0.4195,0.235,-0.0982,0.128,-0.6256,-0.4346,-0.0763
-0.1991,-0.3256,-0.2254,-0.5687,-0.1834,0.4191,-0.3525,0.1645,0.3205,0.1291
-0.1338,-0.3949,0.5916,0.2272,0.1301,0.2536,-0.3025,0.1696,-0.1634,-0.4432
0.0042,-0.4365,0.1524,-0.1564,-0.4947,-0.5261,0.3598,0.1083,0.2233,-0.2218
0.1172,-0.4192,-0.2117,0.2108,0.5689,0.1438,0.3635,-0.1005,0.4818,-0.0514
0.2631,-0.3987,-0.358,0.1102,0.1899,-0.4696,-0.5027,0.1637,-0.2713,0.1472
0.3484,-0.361,-0.0235,0.299,-0.451,0.4107,0.1338,-0.3051,-0.2596,0.3285
