-0.0018,-0.0016,-0.0015,-0.0011,-0.0007,-0.0005,0.0,0.0004,0.0009,0.0012
0.0,-0.0002,-0.0006,-0.0009,-0.0013,-0.0015,-0.0017,-0.0016,-0.0015,-0.0014
-0.0019,-0.0128,0.007,-0.0003,-0.0052,0.0137,0.0035,-0.0049,-0.0083,-0.0005
0.0113,0.0061,0.0018,-0.0103,-0.014,0.0056,-0.0039,0.0052,0.0027,0.0074
-0.0101,-0.0064,0.0074,0.0112,-0.0088,0.0062,-0.0236,0.0272,0.0091,-0.0215
-0.0124,0.0119,-0.007,-0.0072,0.0308,0.0186,-0.0386,0.0106,-0.0345,0.0301
-0.0363,0.0266,0.0207,0.0131,-0.0359,-0.0308,0.0367,0.0371,-0.0513,0.0136
-0.119,0.0907,0.0841,-0.1675,0.044,0.0454,0.029,-0.0269,0.0438,-0.0817
0.6032,-0.5531,-0.1521,-0.7114,0.5247,-0.2675,0.3654,0.7886,-0.4441,-0.4249
0.045,-0.2561,0.6192,-0.0661,0.1119,-0.3843,-0.1924,-0.0446,0.1277,0.2849
